AF3,F7,F3,FC5,T7,P7,O1,02,P8,T8,FC6,F4,F8,AF4,label
4299.49,4013.33,4259.49,4138.97,4337.95,4617.95,4068.72,4589.23,4195.9,4241.03,4198.46,4275.9,4596.41,4355.9,1
4311.28,4009.23,4277.95,4141.03,4342.56,4613.33,4058.97,4622.05,4203.59,4241.03,4206.15,4278.46,4618.97,4375.9,1
4271.28,4051.79,4281.03,4168.72,4390.26,4650.77,4094.87,4630.77,4208.72,4228.72,4195.38,4278.97,4597.44,4316.41,0
4281.03,3977.95,4248.72,4091.79,4327.69,4590.26,4037.95,4603.59,4187.69,4234.36,4196.92,4257.44,4598.46,4352.82,0
4302.05,4030.77,4269.74,4142.56,4326.15,4587.69,4088.21,4610.77,4190.77,4223.08,4172.31,4286.15,4596.41,4357.95,0
4279.49,4003.59,4255.9,4121.03,4315.38,4615.38,4060.51,4593.85,4176.41,4210.26,4175.9,4265.64,4579.49,4332.31,0
4350.77,4050.26,4342.05,4153.33,4364.62,4653.85,4103.59,4640.0,4220.51,4263.59,4247.18,4312.82,4649.74,4413.85,0
4446.15,4099.49,4303.08,4186.15,4341.54,4604.1,4067.69,4593.33,4180.51,4257.95,4244.1,4325.13,4673.33,4489.74,0
4298.46,4017.44,4267.18,4120.51,4329.23,4613.85,4081.54,4598.97,4194.87,4227.69,4176.41,4278.97,4592.31,4357.95,0
4368.72,4065.64,4364.1,4166.15,4381.03,4676.92,4112.82,4661.54,4244.1,4285.13,4263.08,4332.31,4667.18,4412.82,0
4272.82,3958.97,4250.26,4101.03,4332.31,4617.95,4067.18,4614.36,4211.79,4229.23,4200.51,4272.82,4613.85,4353.33,0
4282.56,4010.77,4268.21,4136.92,4345.64,4611.79,4071.28,4611.79,4191.79,4213.85,4194.87,4273.33,4591.79,4345.13,0
4278.46,4015.9,4244.62,4108.72,4332.31,4610.26,4054.36,4601.03,4178.46,4215.9,4197.95,4265.64,4596.41,4339.49,0
4280.51,4008.21,4250.26,4105.64,4328.72,4611.79,4070.77,4613.85,4188.72,4205.13,4192.82,4260.51,4586.67,4331.79,0
4354.87,3980.0,4266.67,4096.41,4329.23,4595.9,4083.08,4614.36,4212.82,4248.21,4255.38,4304.62,4698.46,4446.15,1
4285.64,3995.9,4263.59,4122.05,4332.82,4623.59,4073.33,4610.77,4205.64,4238.46,4209.74,4281.03,4617.95,4349.23,0
4275.38,3983.59,4254.87,4103.59,4343.59,4615.38,4055.9,4618.46,4207.18,4226.67,4192.82,4271.79,4596.92,4342.05,0
4303.59,4048.21,4267.69,4135.9,4348.21,4619.49,4073.85,4595.9,4188.72,4207.69,4196.92,4272.82,4597.44,4346.15,0
4298.46,4000.51,4265.13,4111.79,4324.62,4614.36,4060.0,4595.9,4186.15,4241.03,4215.38,4282.56,4627.18,4368.72,0
4251.79,4010.77,4213.85,4098.46,4334.87,4619.49,4095.9,4586.15,4184.62,4195.9,4164.62,4239.49,4543.59,4296.41,0
4297.44,3955.9,4248.21,4106.15,4324.62,4603.08,4070.26,4610.77,4190.77,4245.13,4190.26,4286.67,4669.74,4391.28,1
4240.51,3970.26,4235.38,4099.49,4336.41,4633.33,4103.08,4634.36,4221.54,4225.64,4193.33,4264.62,4582.05,4335.9,0
4291.79,4008.72,4264.62,4107.69,4332.31,4608.21,4086.67,4613.85,4205.13,4230.77,4208.72,4286.15,4604.1,4364.1,1
4300.51,4028.72,4248.21,4132.82,4348.72,4624.62,4095.38,4585.13,4190.26,4214.36,4195.9,4278.97,4587.18,4347.18,0
4390.26,4035.9,4285.64,4139.49,4330.77,4610.26,4061.03,4620.0,4224.62,4251.79,4247.69,4313.33,4667.18,4459.49,1
4296.92,4004.1,4262.05,4119.49,4352.82,4628.72,4073.33,4631.28,4216.92,4239.49,4227.69,4279.49,4625.13,4369.74,0
4317.95,4003.08,4289.74,4139.49,4371.79,4647.69,4102.05,4647.18,4227.69,4245.64,4194.36,4297.44,4609.23,4372.82,1
4297.95,4004.1,4260.0,4122.05,4333.85,4621.54,4061.54,4611.28,4195.9,4226.67,4209.74,4273.85,4614.36,4357.44,1
4292.31,3987.18,4246.67,4092.82,4323.59,4601.03,4089.74,4610.26,4188.21,4210.77,4194.36,4272.82,4590.26,4355.9,1
4292.31,3991.79,4263.08,4117.95,4358.97,4625.64,4071.79,4618.97,4195.9,4232.82,4205.13,4263.59,4612.82,4342.56,0
4300.51,4058.46,4266.67,4129.23,4354.87,4630.77,4075.38,4600.51,4209.23,4228.21,4197.44,4271.79,4608.21,4352.31,0
4327.69,4055.9,4283.59,4153.33,4353.85,4631.28,4080.0,4615.38,4213.85,4255.38,4208.21,4285.64,4613.33,4384.62,1
4314.36,4008.21,4280.51,4124.62,4324.1,4603.59,4061.03,4600.0,4184.1,4226.15,4207.69,4291.28,4609.23,4372.31,0
4304.62,4026.67,4262.56,4108.21,4345.64,4629.74,4118.97,4625.13,4234.36,4247.18,4219.49,4286.15,4616.92,4364.62,1
4261.54,4007.69,4248.72,4105.64,4333.33,4611.79,4050.77,4589.74,4147.69,4198.46,4160.0,4246.15,4533.85,4287.18,1
4290.77,4029.23,4248.21,4132.31,4346.67,4618.97,4085.64,4573.85,4176.92,4211.28,4192.82,4269.23,4585.64,4341.03,0
4275.9,4015.38,4235.38,4108.21,4331.79,4608.72,4067.69,4614.36,4188.21,4214.87,4196.41,4249.23,4597.44,4333.85,0
4278.46,3983.59,4260.0,4118.97,4322.05,4601.54,4042.56,4614.87,4175.9,4208.21,4195.9,4271.79,4580.0,4347.69,1
4245.64,4026.67,4247.69,4130.26,4344.1,4616.92,4053.33,4602.56,4182.05,4185.13,4142.05,4252.31,4495.9,4284.62,0
4307.18,4017.44,4246.67,4126.15,4363.59,4632.82,4075.9,4632.31,4233.85,4277.95,4234.36,4275.9,4652.31,4377.44,1
4296.41,4006.15,4256.41,4120.51,4329.74,4599.49,4070.26,4586.67,4181.03,4214.87,4145.13,4275.9,4605.64,4355.9,0
4316.92,4025.64,4280.51,4140.0,4345.13,4625.64,4055.38,4623.08,4220.51,4244.62,4226.67,4290.77,4631.28,4383.59,1
4343.08,4069.74,4272.82,4138.97,4348.21,4611.28,4056.92,4593.33,4194.36,4214.87,4195.9,4279.49,4608.21,4377.95,1
4300.51,4003.59,4263.59,4122.05,4326.15,4618.97,4071.79,4602.05,4202.05,4236.41,4204.62,4286.15,4605.64,4377.95,0
4286.15,3993.33,4247.69,4108.72,4342.56,4618.97,4062.05,4613.33,4191.28,4223.08,4185.13,4260.0,4588.72,4335.38,1
4250.77,4010.26,4252.31,4110.77,4345.13,4622.56,4054.87,4618.97,4187.69,4224.62,4189.74,4258.46,4559.49,4308.72,0
4291.79,4002.05,4275.38,4127.18,4331.79,4600.0,4038.97,4601.03,4192.82,4221.03,4204.62,4286.67,4604.62,4362.56,1
4286.15,4026.15,4257.44,4113.33,4331.28,4610.77,4043.08,4592.82,4180.0,4222.56,4197.95,4274.87,4618.97,4347.18,1
4283.08,3994.87,4263.08,4109.23,4330.77,4612.31,4054.36,4618.46,4201.54,4237.44,4204.62,4280.0,4602.56,4358.97,0
4292.31,3995.38,4250.26,4121.54,4334.87,4633.33,4070.77,4620.51,4206.67,4243.59,4217.44,4280.0,4625.13,4365.64,0
4285.13,3989.74,4249.74,4107.18,4340.0,4628.21,4073.33,4646.15,4218.46,4238.46,4204.62,4272.82,4583.59,4354.36,0
4292.31,3987.69,4234.87,4108.21,4341.54,4622.56,4057.44,4606.67,4203.59,4243.08,4179.49,4265.64,4610.77,4345.13,0
4273.33,3997.44,4250.77,4138.46,4330.77,4616.41,4042.56,4594.87,4191.28,4217.44,4185.64,4266.15,4606.67,4325.64,1
4295.9,3958.97,4265.64,4116.92,4338.46,4623.08,4063.08,4621.03,4206.67,4239.49,4209.23,4277.95,4608.21,4357.95,0
4317.44,4028.72,4266.15,4119.49,4346.15,4623.59,4111.79,4629.74,4230.26,4244.1,4218.46,4293.33,4626.15,4374.87,1
4312.31,3998.97,4278.46,4133.85,4345.13,4629.74,4070.26,4630.26,4215.9,4247.69,4223.59,4297.44,4619.49,4376.92,0
4344.1,3966.67,4262.56,4113.85,4321.03,4615.9,4084.1,4624.1,4211.79,4258.46,4206.67,4304.62,4701.54,4438.97,1
4272.82,3938.46,4248.21,4091.79,4330.26,4620.0,4061.54,4624.1,4213.33,4231.28,4195.38,4278.97,4581.03,4336.92,1
4272.31,4020.51,4257.95,4140.51,4350.26,4627.69,4106.67,4594.36,4203.59,4215.38,4183.59,4275.38,4569.23,4325.13,0
4265.64,4027.69,4266.67,4137.44,4377.44,4648.72,4091.79,4627.69,4209.23,4236.92,4208.21,4274.87,4610.77,4329.74,0
4213.85,4061.03,4229.23,4147.18,4342.05,4615.9,4054.36,4581.03,4162.56,4182.05,4111.79,4216.41,4469.74,4236.92,0
4283.08,4009.74,4247.18,4104.62,4325.64,4605.64,4070.77,4616.41,4181.03,4212.31,4196.92,4265.13,4601.54,4342.56,0
4258.97,3970.26,4236.41,4093.33,4330.26,4612.82,4066.15,4592.31,4179.49,4224.62,4187.18,4258.46,4594.36,4338.46,1
4301.03,4012.31,4254.36,4123.59,4346.15,4575.9,4086.67,4601.54,4188.21,4224.1,4196.41,4277.44,4600.0,4356.92,0
4333.33,4014.87,4282.05,4137.95,4366.67,4647.18,4081.54,4636.92,4221.03,4260.51,4246.67,4314.36,4640.0,4397.95,0
4281.54,3987.18,4265.13,4108.72,4348.72,4633.33,4106.15,4626.15,4202.05,4232.31,4207.69,4279.49,4588.72,4358.46,1
4283.08,4014.87,4262.05,4142.05,4353.85,4623.08,4071.79,4618.46,4207.69,4235.9,4205.64,4278.46,4592.31,4349.23,0
4292.31,4002.05,4263.08,4120.51,4329.74,4614.87,4054.87,4615.9,4187.18,4226.15,4200.0,4283.59,4603.08,4360.0,0
4291.79,3967.69,4252.31,4092.82,4324.62,4611.79,4081.03,4634.36,4222.05,4248.72,4211.79,4282.05,4595.38,4364.62,1
4321.54,3962.56,4260.0,4088.72,4327.69,4621.03,4103.08,4631.79,4206.67,4230.26,4226.67,4307.69,4639.49,4388.21,1
4288.72,4034.87,4249.23,4134.36,4358.46,4627.69,4092.31,4595.9,4192.31,4219.49,4190.26,4273.33,4581.54,4341.03,0
4282.05,4025.64,4252.82,4122.56,4332.82,4617.44,4074.87,4600.0,4186.15,4217.44,4191.79,4262.05,4606.67,4345.13,0
4306.15,4017.95,4275.38,4130.77,4378.97,4651.79,4097.44,4637.95,4226.67,4242.56,4216.41,4286.15,4635.9,4381.03,1
4234.87,4067.18,4251.28,4157.95,4341.54,4622.05,4060.51,4595.38,4179.49,4191.79,4131.79,4237.44,4496.41,4258.46,0
4305.13,4017.44,4264.1,4133.33,4336.92,4619.49,4080.0,4605.64,4213.33,4260.0,4212.82,4275.38,4609.74,4342.56,1
4311.28,4006.67,4277.95,4129.74,4355.9,4626.67,4081.54,4628.72,4206.67,4243.08,4226.67,4292.82,4634.87,4363.08,0
4348.72,3989.74,4273.33,4106.15,4332.31,4605.64,4058.46,4594.36,4197.44,4229.23,4230.26,4290.77,4669.74,4425.13,0
4365.64,3989.74,4295.9,4137.44,4350.26,4621.54,4087.18,4620.51,4213.33,4272.31,4237.95,4309.74,4664.1,4432.31,1
4233.85,4054.87,4230.77,4134.87,4335.9,4616.92,4068.72,4582.05,4170.77,4194.36,4131.28,4229.23,4499.49,4261.03,0
4288.72,3993.85,4265.64,4113.33,4337.44,4615.9,4065.13,4619.49,4202.56,4234.87,4166.15,4271.79,4596.92,4349.74,1
4293.85,4000.0,4266.67,4095.38,4341.54,4625.64,4080.0,4627.69,4202.05,4231.79,4210.26,4287.69,4605.64,4362.05,0
4301.03,3962.56,4243.08,4092.31,4335.38,4602.05,4074.36,4614.87,4203.08,4244.1,4198.97,4271.79,4594.36,4356.92,1
4360.51,4043.08,4324.1,4182.56,4407.69,4684.62,4150.77,4676.92,4263.59,4289.74,4283.08,4330.77,4674.36,4420.51,1
4308.72,4009.74,4268.72,4136.92,4343.59,4608.21,4083.08,4625.64,4213.33,4241.54,4210.26,4282.05,4624.62,4366.67,0
4286.67,4006.67,4261.54,4119.49,4318.97,4616.92,4069.74,4594.87,4172.31,4216.41,4184.1,4271.79,4587.18,4337.95,0
4331.79,4042.56,4266.15,4129.23,4333.85,4609.23,4044.62,4607.69,4190.26,4210.77,4203.59,4270.77,4598.46,4384.62,0
4346.67,3995.38,4277.95,4112.31,4333.33,4627.69,4103.08,4628.72,4206.67,4218.46,4208.21,4306.15,4629.23,4399.49,1
4283.08,3990.26,4263.08,4121.54,4326.15,4610.26,4070.26,4609.74,4178.97,4224.62,4202.56,4273.33,4600.0,4330.77,0
4278.46,3985.64,4254.36,4107.69,4326.15,4601.54,4055.9,4613.85,4186.15,4229.74,4202.56,4271.79,4584.62,4346.67,1
4280.0,3982.56,4264.1,4119.49,4333.33,4597.95,4042.05,4618.97,4205.13,4221.03,4211.79,4283.59,4592.82,4351.79,1
4300.0,3992.31,4277.95,4123.08,4335.38,4616.92,4061.03,4629.23,4206.67,4242.05,4202.05,4292.31,4596.41,4366.15,1
4308.72,4015.9,4263.08,4109.23,4330.77,4620.0,4068.21,4615.38,4202.56,4230.77,4194.36,4266.67,4603.08,4362.05,1
4273.85,4037.95,4247.18,4122.56,4342.56,4621.54,4062.56,4619.49,4211.28,4217.95,4180.51,4255.38,4572.31,4315.9,0
4298.46,4027.69,4247.69,4120.51,4351.28,4628.21,4100.0,4607.18,4204.1,4228.21,4201.54,4272.31,4598.97,4350.26,0
4276.92,3974.87,4258.97,4121.54,4327.69,4611.28,4040.51,4611.28,4180.51,4218.97,4191.79,4269.74,4579.49,4329.74,1
4282.56,3994.87,4261.54,4125.13,4321.54,4614.36,4044.1,4602.56,4188.21,4210.77,4192.31,4284.62,4608.21,4340.51,1
4403.08,4076.92,4342.56,4200.0,4397.44,4665.13,4132.31,4669.74,4254.36,4274.87,4227.18,4333.33,4647.69,4431.79,1
4312.82,4003.59,4264.1,4117.44,4336.41,4614.87,4066.15,4602.05,4190.77,4223.08,4201.54,4270.77,4594.36,4351.79,1
4305.13,3998.97,4266.15,4120.51,4332.82,4606.15,4061.03,4613.85,4190.26,4222.05,4191.79,4271.79,4607.18,4370.26,1
4286.15,4032.82,4267.18,4139.49,4344.1,4617.44,4044.62,4608.72,4206.15,4235.38,4199.49,4269.74,4621.54,4344.62,1
4288.21,4001.54,4262.05,4105.64,4328.21,4604.1,4088.72,4610.26,4198.46,4223.08,4208.21,4281.54,4597.95,4364.62,1
4277.95,4047.69,4278.46,4154.36,4385.13,4656.92,4109.23,4648.72,4210.26,4241.03,4203.08,4284.1,4610.77,4328.72,1
4285.64,4005.13,4249.23,4097.95,4330.77,4616.41,4061.03,4614.36,4211.28,4237.44,4210.26,4270.77,4608.72,4345.64,0
4279.49,4001.54,4265.13,4116.92,4335.38,4616.92,4074.36,4614.87,4191.79,4217.44,4190.77,4275.9,4566.15,4348.72,0
4279.49,3993.85,4251.28,4107.69,4341.54,4601.03,4041.03,4615.9,4198.97,4228.21,4217.44,4291.79,4608.72,4358.46,1
4250.26,3994.87,4246.67,4117.44,4329.74,4621.03,4070.26,4599.49,4182.56,4216.41,4180.51,4261.03,4578.97,4316.92,0
4307.69,4023.08,4268.21,4134.87,4350.26,4615.38,4067.18,4621.54,4193.33,4227.18,4200.0,4280.0,4608.21,4365.64,1
4300.0,4002.05,4261.03,4117.95,4345.64,4601.03,4087.18,4624.62,4209.23,4231.79,4215.9,4283.08,4623.08,4367.69,0
4284.62,3981.54,4253.33,4094.36,4312.82,4613.33,4070.77,4614.36,4203.08,4240.51,4212.31,4280.0,4617.44,4352.82,0
4297.44,4054.87,4251.28,4124.1,4350.26,4629.23,4076.92,4618.97,4210.26,4231.79,4208.21,4279.49,4616.41,4363.59,0
4292.31,4007.18,4258.97,4111.28,4337.95,4613.85,4062.56,4609.23,4188.72,4222.05,4203.59,4269.74,4588.21,4364.1,1
4293.33,4026.15,4254.36,4125.13,4334.87,4614.87,4067.69,4606.67,4191.79,4220.0,4196.41,4271.28,4606.15,4341.54,0
4300.51,4033.85,4265.64,4142.05,4329.23,4585.64,4086.15,4604.62,4191.79,4225.13,4165.64,4285.64,4595.9,4354.36,0
4287.69,3998.46,4262.56,4107.18,4333.33,4621.54,4058.97,4621.54,4202.05,4237.44,4205.64,4285.13,4613.85,4363.08,0
4237.44,4026.67,4245.13,4133.33,4343.59,4617.44,4054.87,4600.51,4186.15,4183.59,4134.87,4245.13,4482.56,4278.97,0
4260.0,3955.38,4245.13,4096.92,4317.44,4606.67,4072.82,4598.97,4188.72,4208.21,4174.87,4265.13,4565.13,4317.44,0
4273.85,4020.0,4245.64,4110.26,4338.46,4619.49,4047.18,4609.74,4201.03,4229.23,4195.38,4258.97,4608.21,4332.82,1
4280.51,3984.62,4253.33,4104.1,4339.49,4618.46,4076.41,4629.23,4202.05,4230.26,4207.18,4279.49,4592.31,4344.62,0
4336.41,3988.72,4266.15,4112.82,4329.74,4616.41,4092.82,4618.97,4208.21,4227.18,4184.62,4302.05,4621.03,4382.05,1
4289.74,4012.82,4246.15,4120.0,4345.64,4574.87,4099.49,4597.95,4184.1,4216.92,4187.18,4257.95,4585.13,4346.15,0
4220.0,4028.21,4202.56,4108.72,4340.0,4618.46,4058.46,4603.59,4181.54,4189.74,4157.44,4226.67,4549.23,4274.87,0
4198.97,3966.67,4212.31,4110.26,4331.79,4615.9,4075.9,4609.23,4182.05,4192.31,4130.77,4225.64,4515.38,4252.82,1
4267.18,4017.44,4263.08,4122.05,4332.31,4617.95,4043.59,4596.41,4186.67,4216.92,4188.72,4271.79,4608.21,4322.05,1
4289.23,3993.85,4270.77,4108.72,4335.38,4612.82,4043.59,4602.05,4181.54,4226.15,4171.79,4276.41,4600.51,4362.56,0
4329.23,3984.62,4264.62,4105.64,4327.69,4621.03,4103.59,4629.74,4214.87,4220.51,4181.54,4298.97,4619.49,4386.15,1
4304.1,4008.72,4266.15,4132.31,4347.69,4624.62,4058.46,4612.82,4203.08,4232.31,4209.74,4282.56,4595.9,4354.87,0
4303.08,4013.85,4262.56,4105.64,4335.38,4614.87,4060.51,4613.85,4202.56,4225.13,4209.23,4272.31,4614.36,4350.77,1
4290.26,4053.85,4268.21,4139.49,4344.1,4631.28,4076.41,4608.72,4198.46,4227.69,4184.62,4268.21,4600.0,4333.33,0
4302.56,4026.15,4274.87,4113.85,4332.82,4622.56,4055.38,4617.95,4196.41,4230.26,4168.72,4269.23,4597.95,4369.23,0
4314.36,4015.9,4274.36,4135.9,4352.31,4631.79,4070.26,4612.31,4198.97,4228.21,4212.82,4281.03,4598.97,4365.13,0
4276.41,4011.79,4257.95,4121.03,4349.23,4614.36,4073.85,4611.79,4198.46,4224.1,4190.26,4262.05,4591.79,4340.0,0
4303.59,4012.82,4267.69,4125.64,4352.31,4627.18,4086.67,4623.08,4213.85,4263.08,4218.46,4282.05,4624.62,4356.92,1
4271.79,3988.21,4262.05,4123.08,4345.13,4626.15,4068.21,4612.31,4202.05,4226.15,4175.38,4270.77,4591.28,4336.41,1
4265.64,3957.95,4277.95,4122.56,4331.28,4623.08,4075.38,4626.67,4207.69,4223.08,4188.72,4287.69,4585.64,4326.67,0
4302.05,4007.18,4252.31,4116.41,4345.64,4627.69,4071.79,4626.67,4209.74,4239.49,4192.82,4271.28,4603.08,4356.41,0
4253.33,4041.54,4234.36,4116.92,4343.08,4628.21,4057.44,4611.79,4194.36,4207.18,4178.46,4247.18,4569.23,4301.54,0
4330.26,4025.13,4265.13,4140.0,4318.46,4623.08,4057.95,4612.82,4207.69,4241.03,4228.72,4294.87,4653.85,4386.15,0
4346.67,4045.64,4345.13,4153.33,4369.74,4664.1,4107.18,4654.36,4228.72,4271.28,4252.31,4315.38,4654.36,4405.13,0
4303.59,3994.36,4264.62,4125.64,4346.67,4627.69,4081.54,4632.31,4209.74,4241.54,4210.26,4283.59,4615.9,4367.18,0
4283.59,3980.51,4224.62,4104.62,4337.95,4617.44,4057.95,4591.79,4191.79,4228.21,4200.0,4259.49,4606.67,4344.62,0
4312.82,4006.67,4273.33,4109.23,4338.46,4614.87,4056.41,4622.05,4204.1,4225.13,4206.15,4284.1,4604.1,4358.97,1
4290.26,3943.59,4257.95,4117.95,4342.56,4630.26,4060.51,4610.77,4202.56,4234.36,4208.72,4270.77,4598.46,4345.13,0
4304.1,4039.49,4263.59,4114.36,4344.62,4624.62,4081.54,4610.26,4196.41,4212.82,4202.56,4278.46,4607.69,4363.08,0
4314.87,4002.56,4271.79,4134.36,4335.38,4609.74,4093.85,4607.18,4189.74,4222.05,4205.13,4282.56,4622.05,4367.18,0
4282.05,3988.72,4234.36,4112.31,4333.33,4613.33,4047.18,4612.31,4206.15,4233.85,4205.13,4268.21,4603.08,4342.05,0
4277.95,3986.15,4260.51,4126.67,4343.59,4615.38,4062.05,4612.31,4198.46,4222.05,4202.56,4273.33,4604.1,4335.9,0
4309.23,4003.59,4269.23,4129.74,4356.41,4637.95,4100.0,4627.18,4221.54,4261.54,4219.49,4289.23,4625.64,4370.26,1
4229.74,3989.23,4234.36,4094.87,4336.41,4614.36,4060.51,4593.33,4154.36,4193.33,4157.95,4248.72,4530.26,4255.38,1
4298.46,4001.54,4265.13,4108.72,4325.13,4601.03,4046.67,4617.95,4203.08,4229.23,4206.67,4282.56,4592.31,4365.13,1
4295.38,3990.77,4265.64,4118.46,4360.51,4627.18,4078.97,4631.28,4205.64,4234.36,4211.79,4277.95,4619.49,4350.26,0
4243.08,3948.21,4224.1,4092.82,4313.33,4598.97,4063.59,4590.77,4176.41,4211.28,4162.56,4250.26,4579.49,4323.59,1
4284.62,3991.28,4260.0,4109.23,4319.49,4601.03,4062.56,4606.15,4190.77,4230.26,4194.36,4279.49,4590.77,4364.62,0
4295.38,4005.64,4257.44,4117.44,4332.82,4610.77,4051.79,4624.62,4211.28,4239.49,4207.69,4275.9,4605.64,4357.95,1
4271.79,3977.44,4250.77,4106.67,4323.08,4607.18,4047.18,4606.67,4176.41,4213.85,4193.33,4265.13,4574.36,4336.92,1
4423.08,4128.21,4296.41,4165.13,4350.26,4610.26,4052.82,4571.28,4177.44,4213.85,4215.38,4296.92,4648.21,4453.85,1
4331.28,4051.28,4269.23,4114.36,4352.31,4630.77,4105.13,4627.69,4213.33,4226.67,4222.05,4295.38,4622.56,4384.62,1
4280.0,4004.62,4264.62,4109.74,4330.77,4612.31,4043.08,4603.08,4173.85,4204.1,4179.49,4261.54,4590.77,4325.13,1
4367.69,4031.28,4318.97,4168.21,4397.95,4666.15,4123.59,4663.08,4245.64,4274.87,4219.49,4322.05,4631.28,4402.56,1
4294.87,4005.13,4264.62,4111.28,4330.26,4615.9,4062.56,4622.56,4198.97,4233.33,4196.41,4273.85,4603.08,4343.59,0
4300.51,3981.03,4260.51,4121.03,4332.82,4615.9,4088.21,4610.77,4211.28,4231.79,4207.18,4282.56,4607.69,4352.82,0
4298.46,3935.38,4250.26,4077.95,4324.62,4607.18,4092.82,4642.56,4226.67,4250.77,4247.18,4311.28,4665.13,4378.46,1
4290.77,4007.18,4253.33,4104.62,4329.74,4614.87,4061.54,4614.87,4193.85,4225.13,4197.44,4267.69,4591.28,4344.1,1
4323.59,4016.92,4284.62,4124.62,4337.44,4619.49,4061.03,4613.33,4203.08,4222.05,4204.62,4278.97,4606.15,4373.33,1
4307.69,4049.23,4262.56,4121.54,4346.15,4627.69,4075.38,4617.95,4209.74,4235.9,4201.03,4277.95,4606.15,4352.82,0
4320.0,4005.64,4267.69,4129.74,4318.97,4633.33,4070.26,4630.26,4220.0,4245.64,4224.62,4302.56,4635.38,4377.44,0
4268.21,4009.23,4259.49,4097.95,4335.38,4632.31,4115.38,4626.15,4201.54,4217.95,4204.62,4285.64,4600.51,4336.92,1
4300.51,3994.36,4265.13,4135.9,4349.74,4617.44,4042.05,4610.26,4193.33,4233.85,4212.82,4284.1,4613.33,4372.82,1
4274.87,3982.56,4241.54,4096.92,4320.51,4603.08,4054.87,4624.62,4211.79,4223.08,4205.13,4270.26,4592.31,4341.03,1
4297.95,3990.77,4254.87,4119.49,4342.56,4632.82,4067.69,4631.28,4223.59,4248.21,4219.49,4284.62,4609.74,4365.64,0
4321.54,4025.13,4284.1,4142.05,4365.13,4629.23,4105.13,4628.21,4211.28,4247.69,4231.79,4295.9,4631.79,4395.38,1
4253.33,4007.69,4250.26,4133.33,4355.9,4635.38,4108.72,4609.74,4209.74,4214.87,4176.41,4268.72,4548.72,4298.97,0
4303.59,4001.03,4265.13,4113.85,4320.0,4606.15,4044.62,4614.87,4204.1,4222.05,4195.38,4275.9,4569.23,4352.82,1
4311.79,4011.79,4268.72,4129.23,4335.38,4613.33,4051.79,4612.82,4210.26,4240.0,4229.74,4289.23,4627.69,4377.44,1
4287.69,4032.82,4272.31,4141.03,4378.97,4648.72,4104.1,4660.0,4235.38,4260.0,4212.82,4284.62,4635.38,4362.05,1
4264.62,4032.82,4232.82,4111.79,4334.36,4604.1,4060.51,4596.41,4173.85,4197.95,4171.79,4245.64,4563.08,4320.0,0
4294.87,3940.51,4244.62,4075.9,4333.85,4607.69,4097.95,4639.49,4223.08,4242.56,4244.62,4303.08,4664.1,4387.18,1
4311.79,4024.1,4265.13,4124.1,4348.72,4615.9,4062.05,4598.97,4200.0,4237.44,4214.36,4283.59,4608.72,4358.97,0
4284.62,3991.28,4266.15,4124.62,4320.0,4615.9,4045.13,4614.36,4195.38,4212.31,4184.1,4278.97,4599.49,4334.36,1
4365.13,4061.54,4361.03,4159.49,4377.95,4669.23,4110.26,4644.62,4232.31,4273.33,4255.9,4326.15,4657.95,4415.9,0
4305.64,4016.41,4253.85,4126.15,4352.31,4584.62,4100.51,4620.0,4201.54,4235.9,4207.69,4282.56,4606.67,4352.82,0
4313.33,4004.1,4272.82,4138.46,4324.1,4609.74,4066.67,4625.13,4208.72,4229.74,4191.28,4283.59,4610.77,4370.77,1
4310.77,4023.59,4251.28,4134.87,4347.69,4632.31,4086.67,4606.67,4205.64,4252.31,4208.72,4289.23,4615.9,4383.59,0
4297.44,4027.18,4258.46,4119.49,4349.74,4632.82,4073.33,4611.28,4192.31,4227.18,4197.95,4257.95,4596.92,4368.72,1
4251.79,4033.85,4250.26,4137.44,4347.69,4615.38,4055.9,4592.31,4172.31,4181.03,4130.77,4249.23,4488.72,4281.54,0
4285.13,3978.46,4252.31,4108.21,4338.97,4612.82,4055.9,4617.44,4196.92,4225.13,4189.23,4267.69,4567.18,4336.92,1
4282.05,4004.1,4264.1,4121.54,4328.21,4627.69,4075.9,4594.36,4173.85,4220.0,4172.31,4280.0,4586.15,4354.87,0
4297.44,4005.64,4265.64,4106.67,4335.38,4613.33,4051.79,4603.08,4184.62,4226.15,4195.9,4271.79,4599.49,4344.1,1
4296.41,4002.05,4269.74,4117.95,4332.82,4614.87,4044.1,4619.49,4194.87,4232.82,4199.49,4281.54,4578.46,4353.33,1
4390.26,4069.23,4294.36,4151.79,4343.08,4608.21,4049.74,4578.97,4175.9,4212.31,4198.97,4296.41,4632.31,4427.18,0
4287.69,3985.64,4246.15,4101.03,4330.26,4614.87,4065.13,4613.85,4198.97,4214.36,4183.59,4267.18,4595.38,4347.18,1
4275.9,3994.36,4250.26,4108.21,4330.77,4614.36,4078.46,4617.44,4201.54,4230.26,4197.95,4276.92,4585.13,4327.18,0
4253.33,3993.85,4249.23,4115.38,4344.62,4631.79,4105.64,4625.13,4211.28,4221.03,4182.56,4266.67,4555.9,4327.69,1
4294.87,3999.49,4271.28,4131.79,4339.49,4617.95,4056.41,4610.26,4195.38,4229.23,4195.38,4277.44,4601.03,4356.92,1
